account_id,out_degree,in_degree,total_sent,total_received,tx_count_60s,unique_receivers,unique_senders,neighbor_risk_ratio,two_hop_risk,flow_ratio,burst_ratio,degree_ratio,label
7391029446,0,1,0.0,8345.991518170786,0,0,1,0.0,0.0,0.0,0.0,1,0
9103659322,1,0,2208.33857518981,0.0,1,1,0,0.0,0.0,2208.33857518981,1.0,2,0
5547718525,0,1,0.0,2208.33857518981,0,0,1,0.0,0.0,0.0,0.0,1,0
5024173895,1,0,2285.8484001429492,0.0,1,1,0,0.0,0.0,2285.8484001429492,1.0,2,0
822870103,0,1,0.0,2285.8484001429492,0,0,1,0.0,0.0,0.0,0.0,1,0
7207182461,0,1,0.0,10447.226186290156,0,0,1,0.0,0.0,0.0,0.0,1,0
2625399659,1,0,5270.39378046317,0.0,1,1,0,0.0,0.0,5270.39378046317,1.0,2,0
9476803334,0,1,0.0,5270.39378046317,0,0,1,0.0,0.0,0.0,0.0,1,0
8586189106,0,1,0.0,6606.964759282167,0,0,1,0.0,0.0,0.0,0.0,1,0
1226327777,1,2,1100.6104582094868,1000.0,1,1,2,0.3333333333333333,0.0,1.1006104582094867,1.0,1,1
4917614154,0,1,0.0,1100.6104582094868,0,0,1,0.5,0.0,0.0,0.0,1,0
9334990172,1,0,1120.9024045949006,0.0,1,1,0,0.0,0.0,1120.9024045949006,1.0,2,0
6349911170,0,1,0.0,1120.9024045949006,0,0,1,0.0,0.0,0.0,0.0,1,0
9179140007,1,0,270.60569390313253,0.0,1,1,0,0.0,0.0,270.60569390313253,1.0,2,0
4128830742,0,1,0.0,270.60569390313253,0,0,1,0.0,0.0,0.0,0.0,1,0
3711717506,1,0,6905.467596948568,0.0,1,1,0,0.5,1.0,6905.467596948568,1.0,2,0
9595998934,1,2,1000.0,7905.467596948568,1,1,2,0.3333333333333333,0.0,0.12649473136617373,1.0,1,1
7798797588,1,0,1738.6862018674894,0.0,1,1,0,0.5,0.0,1738.6862018674894,1.0,2,0
5063830510,0,2,0.0,2238.686201867489,0,0,2,0.25,0.0,0.0,0.0,0,1
4332882742,2,0,26810.779731307877,0.0,2,1,0,0.5,1.0,26810.779731307877,1.0,3,0
9474817546,2,0,66378.95560295746,0.0,2,1,0,0.0,0.0,66378.95560295746,1.0,3,0
4685818979,1,0,10691.057143569875,0.0,1,1,0,0.5,1.0,10691.057143569875,1.0,2,0
3508746949,5,1,2500.0,10691.057143569875,5,5,1,0.4166666666666667,0.3333333333333333,0.23384029908619677,1.0,6,1
5748357482,1,0,5296.2981639970885,0.0,1,1,0,0.0,0.0,5296.2981639970885,1.0,2,0
2075294138,0,1,0.0,5296.2981639970885,0,0,1,0.0,0.0,0.0,0.0,1,0
8615470871,1,0,6901.348984504734,0.0,1,1,0,0.0,0.0,6901.348984504734,1.0,2,0
3941982399,1,0,2208.068471247136,0.0,1,1,0,0.0,0.0,2208.068471247136,1.0,2,0
7542072066,0,1,0.0,2208.068471247136,0,0,1,0.0,0.0,0.0,0.0,1,0
2457436704,1,0,1971.1561554914886,0.0,1,1,0,0.5,1.0,1971.1561554914886,1.0,2,0
2309469364,1,1,1000.0,1971.1561554914886,1,1,1,0.25,0.6666666666666666,0.507316478815784,1.0,2,1
7472872279,1,0,5932.178981756066,0.0,1,1,0,0.5,1.0,5932.178981756066,1.0,2,0
7713295507,1,1,1000.0,5932.178981756066,1,1,1,0.25,0.5,0.1685721221620957,1.0,2,1
7179627796,1,0,3855.3277614987655,0.0,1,1,0,0.0,0.0,3855.3277614987655,1.0,2,0
6747554875,1,0,11440.261413626913,0.0,1,1,0,0.0,0.0,11440.261413626913,1.0,2,0
6078736948,0,1,0.0,11440.261413626913,0,0,1,0.0,0.0,0.0,0.0,1,0
2147527699,2,0,21031.356124482205,0.0,2,1,0,0.5,1.0,21031.356124482205,1.0,3,0
9879668061,1,0,5885.009364297942,0.0,1,1,0,0.0,0.0,5885.009364297942,1.0,2,0
5818896769,0,1,0.0,5885.009364297942,0,0,1,0.0,0.0,0.0,0.0,1,0
887047763,0,1,0.0,11483.162795271215,0,0,1,0.0,0.0,0.0,0.0,1,0
1831928079,0,1,0.0,6928.587360452593,0,0,1,0.0,0.0,0.0,0.0,1,0
525950594,2,0,12107.042873043763,0.0,2,1,0,0.5,1.0,12107.042873043763,1.0,3,0
5585080337,0,2,0.0,21103.934729607176,0,0,1,0.0,0.0,0.0,0.0,0,0
9168588789,3,0,24891.414895926882,0.0,3,1,0,0.0,0.0,24891.414895926882,1.0,4,0
4889197724,0,3,0.0,24891.414895926882,0,0,1,0.0,0.0,0.0,0.0,0,0
4086663568,0,1,0.0,8502.203374457631,0,0,1,0.0,0.0,0.0,0.0,1,0
3432416988,1,0,6765.841548262778,0.0,1,1,0,0.0,0.0,6765.841548262778,1.0,2,0
5132087338,0,1,0.0,6765.841548262778,0,0,1,0.0,0.0,0.0,0.0,1,0
4492966047,0,1,0.0,11194.434943528837,0,0,1,0.0,0.0,0.0,0.0,1,0
9938221650,1,0,6706.403703278198,0.0,1,1,0,0.0,0.0,6706.403703278198,1.0,2,0
628238240,0,1,0.0,6706.403703278198,0,0,1,0.0,0.0,0.0,0.0,1,0
6447841775,1,0,11993.130685586264,0.0,1,1,0,0.5,0.0,11993.130685586264,1.0,2,0
4652896235,2,0,11637.6720224382,0.0,2,1,0,0.5,0.0,11637.6720224382,1.0,3,0
7468424181,1,0,2303.4794276264834,0.0,1,1,0,0.0,0.0,2303.4794276264834,1.0,2,0
7379455895,0,1,0.0,2303.4794276264834,0,0,1,0.0,0.0,0.0,0.0,1,0
8155316307,1,0,4377.717539339,0.0,1,1,0,0.0,0.0,4377.717539339,1.0,2,0
3775476274,0,1,0.0,4377.717539339,0,0,1,0.0,0.0,0.0,0.0,1,0
1529063813,0,1,0.0,6314.285261100768,0,0,1,0.0,0.0,0.0,0.0,1,0
5844004044,1,0,1389.0092466707333,0.0,1,1,0,0.0,0.0,1389.0092466707333,1.0,2,0
4528021946,0,1,0.0,1389.0092466707333,0,0,1,0.0,0.0,0.0,0.0,1,0
5251674452,1,0,4331.421377604642,0.0,1,1,0,0.0,0.0,4331.421377604642,1.0,2,0
622243973,0,1,0.0,4331.421377604642,0,0,1,0.0,0.0,0.0,0.0,1,0
9369454215,1,0,5339.532743122022,0.0,1,1,0,0.0,0.0,5339.532743122022,1.0,2,0
5363422485,0,1,0.0,5339.532743122022,0,0,1,0.0,0.0,0.0,0.0,1,0
2869675648,1,2,2186.597959385559,1000.0,1,1,2,0.5,1.0,2.186597959385559,1.0,1,1
2903746745,1,2,700.0,2886.597959385559,1,1,2,0.5,0.5,0.2424999982155471,1.0,1,1
3499302975,1,0,8734.173701237494,0.0,1,1,0,0.5,1.0,8734.173701237494,1.0,2,0
2435158911,5,2,2500.0,9234.173701237494,5,5,2,0.42857142857142855,0.5,0.27073348205102193,1.0,3,1
6380185082,1,0,4548.164139057643,0.0,1,1,0,0.0,0.0,4548.164139057643,1.0,2,0
2403186083,1,0,3636.5047604367637,0.0,1,1,0,0.0,0.0,3636.5047604367637,1.0,2,0
3115472752,0,1,0.0,3636.5047604367637,0,0,1,0.0,0.0,0.0,0.0,1,0
4961006135,0,2,0.0,12905.259966446269,0,0,1,0.0,0.0,0.0,0.0,0,0
8933023369,1,0,3302.0679308620593,0.0,1,1,0,0.0,0.0,3302.0679308620593,1.0,2,0
7210156742,0,1,0.0,3302.0679308620593,0,0,1,0.0,0.0,0.0,0.0,1,0
2351530109,1,0,3286.886747806863,0.0,1,1,0,0.0,0.0,3286.886747806863,1.0,2,0
6768712672,0,1,0.0,3286.886747806863,0,0,1,0.0,0.0,0.0,0.0,1,0
3146137198,1,0,306.81261100755313,0.0,1,1,0,0.0,0.0,306.81261100755313,1.0,2,0
5174133394,0,1,0.0,306.81261100755313,0,0,1,0.0,0.0,0.0,0.0,1,0
892793859,1,0,1651.27438547701,0.0,1,1,0,0.0,0.0,1651.27438547701,1.0,2,0
9346701114,0,1,0.0,1651.27438547701,0,0,1,0.0,0.0,0.0,0.0,1,0
5019961553,1,0,8497.906136076637,0.0,1,1,0,0.5,1.0,8497.906136076637,1.0,2,0
9222757302,2,0,18485.862129809644,0.0,2,1,0,0.0,0.0,18485.862129809644,1.0,3,0
36476669,1,0,1700.3533965988447,0.0,1,1,0,0.0,0.0,1700.3533965988447,1.0,2,0
458677348,0,1,0.0,1700.3533965988447,0,0,1,0.0,0.0,0.0,0.0,1,0
5790471849,2,0,4345.79297453807,0.0,2,1,0,0.0,0.0,4345.79297453807,1.0,3,0
378335393,0,2,0.0,4345.79297453807,0,0,1,0.0,0.0,0.0,0.0,0,0
1397358796,1,0,2535.8623928391266,0.0,1,1,0,0.0,0.0,2535.8623928391266,1.0,2,0
8143659093,1,0,19208.177510073412,0.0,1,1,0,0.0,0.0,19208.177510073412,1.0,2,0
8014308751,0,1,0.0,19208.177510073412,0,0,1,0.0,0.0,0.0,0.0,1,0
4125359800,0,1,0.0,13615.544857270925,0,0,1,0.0,0.0,0.0,0.0,1,0
9043937507,3,2,3727.23169140182,1700.0,3,3,2,0.4,0.5,2.1924892302363648,1.0,2,1
5212916191,0,1,0.0,2027.2316914018204,0,0,1,0.5,0.0,0.0,0.0,1,0
5622502267,0,1,0.0,19959.05402715592,0,0,1,0.0,0.0,0.0,0.0,1,0
1552291084,1,0,6129.282715197169,0.0,1,1,0,0.5,0.0,6129.282715197169,1.0,2,0
8306908463,0,2,0.0,6629.282715197169,0,0,2,0.25,0.0,0.0,0.0,0,1
6130835432,1,0,2131.086558198917,0.0,1,1,0,0.0,0.0,2131.086558198917,1.0,2,0
5768970733,0,1,0.0,2131.086558198917,0,0,1,0.0,0.0,0.0,0.0,1,0
5293966138,1,0,14533.369716086541,0.0,1,1,0,0.0,0.0,14533.369716086541,1.0,2,0
1253215932,1,0,247.3573443400759,0.0,1,1,0,0.0,0.0,247.3573443400759,1.0,2,0
5835375424,0,1,0.0,247.3573443400759,0,0,1,0.0,0.0,0.0,0.0,1,0
5955166219,1,0,1789.62366440036,0.0,1,1,0,0.0,0.0,1789.62366440036,1.0,2,0
9631229705,0,1,0.0,1789.62366440036,0,0,1,0.0,0.0,0.0,0.0,1,0
2603494478,1,0,9170.093317613688,0.0,1,1,0,0.0,0.0,9170.093317613688,1.0,2,0
3007675845,2,0,6183.018716298746,0.0,2,2,0,0.25,1.0,6183.018716298746,1.0,3,1
4569823094,0,1,0.0,5183.018716298746,0,0,1,0.5,0.0,0.0,0.0,1,0
2576623544,3,0,31424.12514072463,0.0,3,1,0,0.0,0.0,31424.12514072463,1.0,4,0
4838237223,1,0,2455.1306728095246,0.0,1,1,0,0.0,0.0,2455.1306728095246,1.0,2,0
6080874262,0,1,0.0,2455.1306728095246,0,0,1,0.0,0.0,0.0,0.0,1,0
6268108506,1,0,27651.712656765565,0.0,1,1,0,0.0,0.0,27651.712656765565,1.0,2,0
